sample_id	contig_id	gene_id	start	end	strand	gene	product	functional_label	tool	source_file
SRR11038083	contig_81	HJHHLH_0221	1455	2672	+	HJHHLH_0221	Recombinase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	HJHHLH_0222	2716	2952	+	HJHHLH_0222	Antitoxin	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	HJHHLH_0223	2936	3205	+	HJHHLH_0223	Type II toxin-antitoxin system RelE/ParE family toxin	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	HJHHLH_0224	3271	3891	+	HJHHLH_0224	Rep family protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	mobV	4437	5729	+	mobV	MobV family relaxase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	HJHHLH_0226	5970	6701	+	HJHHLH_0226	Plasmid replication protein origin binding domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	mobV	7154	8233	+	mobV	MobV family relaxase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	HJHHLH_0228	8283	8537	+	HJHHLH_0228	Toxin	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	HJHHLH_0229	8540	8821	+	HJHHLH_0229	Toxin-antitoxin system antitoxin subunit	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	HJHHLH_0230	9058	10035	+	HJHHLH_0230	replication initiation factor domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	HJHHLH_0231	10233	10448	+	HJHHLH_0231	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_82	contig_82	1	396	+	contig_82	contig_82	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_82	HJHHLHJKEC_434	30	129	?	HJHHLHJKEC_434	origin of transfer	oriT	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	contig_83	1	3625	+	contig_83	contig_83	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	HJHHLH_0232	393	821	+	HJHHLH_0232	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	HJHHLH_0233	1009	1236		HJHHLH_0233	DUF5348 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	HJHHLH_0234	1251	1514		HJHHLH_0234	Txe/YoeB family addiction module toxin	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	HJHHLH_0235	1504	1773		HJHHLH_0235	type II toxin-antitoxin system Phd/YefM family antitoxin	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	HJHHLH_0236	1860	3284		HJHHLH_0236	Replication protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_84	contig_84	1	464	+	contig_84	contig_84	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_85	contig_85	1	1787	+	contig_85	contig_85	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_85	RNAI	360	462	+	RNAI	RNAI	ncRNA	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_85	marR	563	1273		marR	MarR family transcriptional regulator	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_86	contig_86	1	3838	+	contig_86	contig_86	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_86	HJHHLH_0239	15	821		HJHHLH_0239	replication initiation protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_86	HJHHLH_0240	1101	1346		HJHHLH_0240	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_86	HJHHLH_0241	1760	3475		HJHHLH_0241	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_87	contig_87	1	560	+	contig_87	contig_87	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_87	HJHHLH_0242	86	418	+	HJHHLH_0242	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_88	contig_88	1	3502	+	contig_88	contig_88	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_88	HJHHLH_0243	15	2357	+	HJHHLH_0243	class I SAM-dependent DNA methyltransferase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_88	HJHHLH_0244	2361	2792		HJHHLH_0244	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_88	HJHHLH_0245	2899	3480		HJHHLH_0245	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_89	contig_89	1	902	+	contig_89	contig_89	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_90	contig_90	1	644	+	contig_90	contig_90	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_90	HJHHLH_0246	48	638	+	HJHHLH_0246	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_91	contig_91	1	2802	+	contig_91	contig_91	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_91	HJHHLH_0247	40	321		HJHHLH_0247	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_91	Bacillus-plasmid	200	276		Bacillus-plasmid	Bacillus-plasmid RNA	ncRNA	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_91	repL	337	768		repL	replication/maintenance protein RepL	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_91	HJHHLH_0250	1846	2289		HJHHLH_0250	HTH crp-type domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_92	contig_92	1	3044	+	contig_92	contig_92	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_92	HJHHLH_0251	148	609	+	HJHHLH_0251	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_92	mazE	1301	1450		mazE	Antitoxin MazE	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_92	HJHHLHJKEC_435	1479	1550	?	HJHHLHJKEC_435	origin of transfer	oriT	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_93	contig_93	1	446	+	contig_93	contig_93	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_94	contig_94	1	648	+	contig_94	contig_94	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_95	contig_95	1	465	+	contig_95	contig_95	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_95	HJHHLH_0253	41	322	+	HJHHLH_0253	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_95	Bacillus-plasmid	383	459	+	Bacillus-plasmid	Bacillus-plasmid RNA	ncRNA	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_96	contig_96	1	5735	+	contig_96	contig_96	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_96	HJHHLH_0255	258	656		HJHHLH_0255	Exo-poly-alpha-D-galacturonosidase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_96	HJHHLH_0256	693	1013		HJHHLH_0256	mRNA interferase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_96	HJHHLH_0257	1007	1255		HJHHLH_0257	SpoVT-AbrB domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_96	HJHHLH_0258	1661	2911	+	HJHHLH_0258	MobA/VirD2-like nuclease domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_96	HJHHLH_0259	2981	3751		HJHHLH_0259	DUF1735 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_96	HJHHLH_0260	3843	4304	+	HJHHLH_0260	Integral membrane protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_96	HJHHLH_0261	4308	5357		HJHHLH_0261	Replication protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_97	contig_97	1	440	+	contig_97	contig_97	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_98	contig_98	1	1832	+	contig_98	contig_98	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_98	HJHHLH_0262	514	1500		HJHHLH_0262	protein rep	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_99	contig_99	1	1680	+	contig_99	contig_99	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_99	HJHHLHJKEC_427	1	915	?	HJHHLHJKEC_427	origin of replication	oriC	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_99	HJHHLHJKEC_436	728	837	?	HJHHLHJKEC_436	origin of transfer	oriT	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_99	HJHHLH_0263	916	1392	+	HJHHLH_0263	HTH domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_100	contig_100	1	5242	+	contig_100	contig_100	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_100	HJHHLH_0264	117	770	+	HJHHLH_0264	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_100	HJHHLH_0265	875	1444	+	HJHHLH_0265	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_100	HJHHLH_0266	1925	2683		HJHHLH_0266	Histidine phosphatase family protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_100	HJHHLH_0267	2649	2855		HJHHLH_0267	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_100	cbtA	2904	3674	+	cbtA	Cobalt transporter%2C subunit CbtA	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_100	HJHHLH_0269	3895	4281		HJHHLH_0269	DNA-binding protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_100	HJHHLH_0270	4354	4629		HJHHLH_0270	DUF2442 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_100	HJHHLH_0271	4610	4852		HJHHLH_0271	DUF4160 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_100	HJHHLH_0272	4852	5142		HJHHLH_0272	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_101	contig_101	1	558	+	contig_101	contig_101	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_101	HJHHLH_0273	21	323	+	HJHHLH_0273	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_102	contig_102	1	1436	+	contig_102	contig_102	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_102	mbpB	90	884	+	mbpB	mobilization protein MbpB	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_102	mbpC	841	1293	+	mbpC	mobilization protein MbpC	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_103	contig_103	1	351	+	contig_103	contig_103	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_104	contig_104	1	3785	+	contig_104	contig_104	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_104	HJHHLH_0276	783	1979	+	HJHHLH_0276	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_104	HJHHLH_0277	2052	3386		HJHHLH_0277	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_105	contig_105	1	2004	+	contig_105	contig_105	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_105	mobV	101	1222	+	mobV	MobV family relaxase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_105	HJHHLH_0279	1289	1507		HJHHLH_0279	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_105	HJHHLH_0280	1504	1992		HJHHLH_0280	Firmicute plasmid replication protein (RepL)	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_106	contig_106	1	2171	+	contig_106	contig_106	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_106	HJHHLH_0281	45	560	+	HJHHLH_0281	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_107	contig_107	1	1100	+	contig_107	contig_107	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_107	HJHHLH_0282	686	1060		HJHHLH_0282	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_108	contig_108	1	6599	+	contig_108	contig_108	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_108	HJHHLH_0283	145	807	+	HJHHLH_0283	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_108	HJHHLH_0284	779	1000	+	HJHHLH_0284	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_108	HJHHLH_0285	1068	1568	+	HJHHLH_0285	PCRF domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_108	mobB	2239	3138		mobB	MobB	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_108	btgA	3135	3737		btgA	Clindamycin resistance transfer factor btgA	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_108	HJHHLH_0288	4229	4543	+	HJHHLH_0288	DUF3408 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_108	HJHHLH_0289	4603	4872		HJHHLH_0289	Txe/YoeB family addiction module toxin	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_108	HJHHLH_0290	4865	5131		HJHHLH_0290	Prevent-host-death protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_108	HJHHLH_0291	5595	6575	+	HJHHLH_0291	Replication initiation protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_109	contig_109	1	2893	+	contig_109	contig_109	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_109	HJHHLH_0292	153	1070	+	HJHHLH_0292	Mobilization domain protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
