sample_id	contig_id	start	end	strand	gene	product	drug_class	category	tool	evidence	identity	coverage	source_file
SRR11038083	contig_70	539	1720		HJHHLH_0185	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_70	2053	2739		HJHHLH_0186	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_71	1	527	+	contig_71	contig_71		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_71	288	401		HJHHLH_0187	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_72	1	1732	+	contig_72	contig_72		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_72	117	812	+	HJHHLH_0188	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	1	3565	+	contig_73	contig_73		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	504	767		HJHHLH_0189	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	779	1345		HJHHLH_0190	Tyr recombinase domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A096BAH5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	1448	1693		HJHHLH_0191	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	1893	2363		HJHHLH_0192	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	2341	3333		HJHHLH_0193	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	1	6157	+	contig_74	contig_74		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	189	883	?	HJHHLHJKEC_425	origin of replication		oriC	bakta	similar to DNA sequence			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	237	337		RNAI	RNAI		ncRNA	bakta	RFAM:RF00106,SO:0000655			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	529	825		HJHHLH_0195	Plasmid replication initiation protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A4Z0M9Y5,UniRef:UniRef90_A0A4Z0M9Y5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	1183	1284	+	HJHHLH_0196	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	2153	3013	+	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116		CDS	bakta	COG:COG2367,COG:V,EC:3.5.2.6,GO:0008800,KEGG:K18698,NCBIProtein:WP_000027050.1,RefSeq:WP_000027050.1,SO:0001217,UniParc:UPI000002E509,UniRef:UniRef100_Q79DR3,UniRef:UniRef50_P0AD63,UniRef:UniRef90_Q79DR3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	3014	3983	?	HJHHLHJKEC_426	origin of replication		oriC	bakta	similar to DNA sequence			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	3224	3328		RNAI	RNAI		ncRNA	bakta	RFAM:RF00106,SO:0000655			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	4018	4212		HJHHLH_0199	Rop family plasmid primer RNA-binding protein		CDS	bakta	SO:0001217,UniRef:UniRef50_D3GN07,UniRef:UniRef90_UPI0019D07C2B			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	4247	4487	?	HJHHLHJKEC_433	origin of transfer		oriT	bakta	similar to DNA sequence			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	4496	4819	+	mobA	plasmid mobilization protein MobA		CDS	bakta	GO:0006355,RefSeq:WP_000166966.1,SO:0001217,UniParc:UPI00000B8E45,UniRef:UniRef100_G4VUV6,UniRef:UniRef50_G4VUV6,UniRef:UniRef90_G4VUV6			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	4788	5126	+	HJHHLH_0201	hypothetical protein		CDS	bakta	SO:0001217,UniRef:UniRef50_UPI002157023A,UniRef:UniRef90_UPI002157023A			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	5178	5450	+	HJHHLH_0202	HNH endonuclease		CDS	bakta	RefSeq:WP_001286144.1,SO:0001217,UniParc:UPI000263779A,UniRef:UniRef100_A0A625M2Y5,UniRef:UniRef50_F3BBL1,UniRef:UniRef90_A0A625M2Y5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	5447	5851	+	HJHHLH_0203	hypothetical protein		CDS	bakta	RefSeq:WP_000014067.1,SO:0001217,UniParc:UPI0002637799,UniRef:UniRef100_A0A625MAN9,UniRef:UniRef50_A0A625MAN9,UniRef:UniRef90_A0A625MAN9			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	5957	6057		RNAI	RNAI		ncRNA	bakta	RFAM:RF00106,SO:0000655			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_75	1	2043	+	contig_75	contig_75		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_75	368	1393	+	HJHHLH_0205	Uncultured bacterium plasmid pRGI00992		CDS	bakta	SO:0001217,UniRef:UniRef50_W1I5P4			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_76	1	2154	+	contig_76	contig_76		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_76	555	995	+	HJHHLH_0206	Replication protein		CDS	bakta	RefSeq:WP_024192735.1,SO:0001217,UniParc:UPI000351604F,UniRef:UniRef100_R9R0Q5,UniRef:UniRef50_A0AA95GRP8,UniRef:UniRef90_R9R0Q5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_76	1059	2027		mobV	MobV family relaxase		CDS	bakta	GO:0003677,GO:0006310,RefSeq:WP_112959175.1,SO:0001217,UniParc:UPI000DD7E630,UniRef:UniRef100_A0A5X7TNI0,UniRef:UniRef50_A0A6S5JZQ2,UniRef:UniRef90_A0A385EN21			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_77	1	2138	+	contig_77	contig_77		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_77	45	1121	+	HJHHLH_0208	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_77	1129	1416	+	HJHHLH_0209	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_77	1646	1843	+	HJHHLH_0210	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_78	1	2707	+	contig_78	contig_78		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_78	439	1539	+	mobV	MobV family relaxase		CDS	bakta	GO:0003677,GO:0006310,SO:0001217,UniRef:UniRef50_A0A0H5QPB6,UniRef:UniRef90_A0A0H5QPB6			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_78	1608	2069		HJHHLH_0212	Replication protein		CDS	bakta	SO:0001217,UniRef:UniRef50_G4XGN5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_79	1	1963	+	contig_79	contig_79		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_79	243	776		repL	Firmicute plasmid replication protein RepL		CDS	bakta	RefSeq:WP_000893324.1,SO:0001217,UniParc:UPI0001DC64CA,UniRef:UniRef100_A0AAW7VKS6,UniRef:UniRef50_A0A2X7E7P2,UniRef:UniRef90_A0A2X7E7P2			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_79	1765	1950		HJHHLH_0214	hypothetical protein		CDS	bakta	SO:0001217,UniRef:UniRef50_UPI000B5BB7EA,UniRef:UniRef90_UPI0012604C4A			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	1	4382	+	contig_80	contig_80		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	227	1210		rlmN	Putative dual-specificity RNA methyltransferase RlmN		CDS	bakta	COG:COG0820,COG:J,EC:2.1.1.192,KEGG:K06941,RefSeq:WP_002584956.1,SO:0001217,UniParc:UPI00006DCF51,UniRef:UniRef100_A0A413M151,UniRef:UniRef50_A0A564TFQ6,UniRef:UniRef90_A0A6N2U007			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	1369	1812		HJHHLH_0216	HTH merR-type domain-containing protein		CDS	bakta	RefSeq:WP_228117300.1,SO:0001217,UniParc:UPI001D176955,UniRef:UniRef100_UPI001D176955,UniRef:UniRef50_A0A252F0F0,UniRef:UniRef90_A0A252F0F0			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	1885	2163		HJHHLH_0217	Type II toxin-antitoxin system mRNA interferase toxin%2C RelE/StbE family		CDS	bakta	EC:3.1.-.-,KEGG:K19157,RefSeq:WP_021632616.1,SO:0001217,UniParc:UPI000283A78F,UniRef:UniRef100_A0A252F0R1,UniRef:UniRef50_A8S0R9,UniRef:UniRef90_A0A252F0R1			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	2156	2422		HJHHLH_0218	Type II toxin-antitoxin system antitoxin%2C RelB/DinJ family		CDS	bakta	KEGG:K07473,RefSeq:WP_033119556.1,SO:0001217,UniParc:UPI0003FEC99E,UniRef:UniRef100_A0A252F0S0,UniRef:UniRef50_A0A356L1Q3,UniRef:UniRef90_A0A252F0S0			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	2678	4129		HJHHLH_0219	Replication protein		CDS	bakta	RefSeq:WP_199488597.1,SO:0001217,UniParc:UPI0001818461,UniRef:UniRef100_A0A4Z0Y7R7,UniRef:UniRef50_A0A142BVY2,UniRef:UniRef90_A0A2U1BCY5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	1	10720	+	contig_81	contig_81		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	163	804	+	HJHHLH_0220	Plasmid replication protein origin binding domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A412LIW6,UniRef:UniRef90_A0A369L5W0			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	1455	2672	+	HJHHLH_0221	Recombinase		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A6N6NLG3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	2716	2952	+	HJHHLH_0222	Antitoxin		CDS	bakta	SO:0001217,UniRef:UniRef50_E1QW36			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	2936	3205	+	HJHHLH_0223	Type II toxin-antitoxin system RelE/ParE family toxin		CDS	bakta	SO:0001217,UniRef:UniRef50_G9PRA4,UniRef:UniRef90_A0A6N6NIR2			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	3271	3891	+	HJHHLH_0224	Rep family protein		CDS	bakta	SO:0001217,UniRef:UniRef50_UPI0034A0D9CA,UniRef:UniRef90_UPI00232BE705			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	4437	5729	+	mobV	MobV family relaxase		CDS	bakta	GO:0003677,GO:0006310,SO:0001217,UniRef:UniRef50_A0A0H5PY82,UniRef:UniRef90_A0A858B7Q3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	5970	6701	+	HJHHLH_0226	Plasmid replication protein origin binding domain-containing protein		CDS	bakta	SO:0001217,UniParc:UPI00130123F2,UniRef:UniRef100_A0A6N6NNW5,UniRef:UniRef50_A0A6N6NNW5,UniRef:UniRef90_A0A6N6NNW5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	7154	8233	+	mobV	MobV family relaxase		CDS	bakta	GO:0003677,GO:0006310,SO:0001217,UniRef:UniRef50_A0A395Y0J2,UniRef:UniRef90_A0A414PMS8			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	8283	8537	+	HJHHLH_0228	Toxin		CDS	bakta	RefSeq:WP_117638241.1,SO:0001217,UniParc:UPI0006309DC6,UniRef:UniRef100_A0A9E1GMR2,UniRef:UniRef50_A0A7K3Y0R8,UniRef:UniRef90_A0A414FTE3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	8540	8821	+	HJHHLH_0229	Toxin-antitoxin system antitoxin subunit		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A414FTB1,UniRef:UniRef90_A0A395Y0E9			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	9058	10035	+	HJHHLH_0230	replication initiation factor domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A425WEJ9,UniRef:UniRef90_UPI001D07CE5E			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	10233	10448	+	HJHHLH_0231	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_82	1	396	+	contig_82	contig_82		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_82	30	129	?	HJHHLHJKEC_434	origin of transfer		oriT	bakta	similar to DNA sequence			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	1	3625	+	contig_83	contig_83		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	393	821	+	HJHHLH_0232	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	1009	1236		HJHHLH_0233	DUF5348 domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A1Y4HFP7,UniRef:UniRef90_UPI00242FCC85			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	1251	1514		HJHHLH_0234	Txe/YoeB family addiction module toxin		CDS	bakta	GO:0008219,SO:0001217,UniRef:UniRef50_A0A1Y4LJT6,UniRef:UniRef90_UPI00195B5D86			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	1504	1773		HJHHLH_0235	type II toxin-antitoxin system Phd/YefM family antitoxin		CDS	bakta	RefSeq:WP_177305783.1,SO:0001217,UniParc:UPI0015A5FF50,UniRef:UniRef100_UPI0015A5FF50,UniRef:UniRef50_A0A1C6EW24,UniRef:UniRef90_UPI0015A5FF50			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_83	1860	3284		HJHHLH_0236	Replication protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A1Y4L3A8			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_84	1	464	+	contig_84	contig_84		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_85	1	1787	+	contig_85	contig_85		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_85	360	462	+	RNAI	RNAI		ncRNA	bakta	RFAM:RF00106,SO:0000655			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_85	563	1273		marR	MarR family transcriptional regulator		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A3R9EXZ7,UniRef:UniRef90_A0A745D0Q4			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_86	1	3838	+	contig_86	contig_86		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_86	15	821		HJHHLH_0239	replication initiation protein		CDS	bakta	RefSeq:WP_337554118.1,SO:0001217,UniParc:UPI00307A5FB9,UniRef:UniRef100_UPI00307A5FB9,UniRef:UniRef50_A0A0H5Q692,UniRef:UniRef90_UPI00307A5FB9			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_86	1101	1346		HJHHLH_0240	hypothetical protein		CDS	bakta	RefSeq:WP_337554119.1,SO:0001217,UniParc:UPI00307A781F,UniRef:UniRef100_UPI00307A781F,UniRef:UniRef50_UPI00307A781F,UniRef:UniRef90_UPI00307A781F			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_86	1760	3475		HJHHLH_0241	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_87	1	560	+	contig_87	contig_87		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_87	86	418	+	HJHHLH_0242	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_88	1	3502	+	contig_88	contig_88		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_88	15	2357	+	HJHHLH_0243	class I SAM-dependent DNA methyltransferase		CDS	bakta	SO:0001217,UniRef:UniRef50_UPI003515336B			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_88	2361	2792		HJHHLH_0244	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_88	2899	3480		HJHHLH_0245	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_89	1	902	+	contig_89	contig_89		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_90	1	644	+	contig_90	contig_90		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_90	48	638	+	HJHHLH_0246	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_91	1	2802	+	contig_91	contig_91		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
